Product_name,Div_id,Group_id,Class_id,Cat_id
Stationery,30000000,30100000,30190000,30192700
Self-adhesive labels,30000000,30100000,30190000,30192800
Correction media,30000000,30100000,30190000,30192900
Correction film or tape,30000000,30100000,30190000,30192910
Correction fluid,30000000,30100000,30190000,30192920
Correction pens,30000000,30100000,30190000,30192930
Correction pen refills,30000000,30100000,30190000,30192940
Electrical erasers,30000000,30100000,30190000,30192950
Organisers and accessories,30000000,30100000,30190000,30193000
Desk drawer organisers,30000000,30100000,30190000,30193100
Desktop trays or organisers,30000000,30100000,30190000,30193200
Hanging organisers,30000000,30100000,30190000,30193300
Book ends,30000000,30100000,30190000,30193400
literature rack,30000000,30100000,30190000,30193500
Support for diaries or calendars,30000000,30100000,30190000,30193600
File storage box,30000000,30100000,30190000,30193700
Message holders,30000000,30100000,30190000,30193800
Copy holders,30000000,30100000,30190000,30193900
Drafting supplies,30000000,30100000,30190000,30194000
Curves,30000000,30100000,30190000,30194100
"Drafting dots, tapes and films",30000000,30100000,30190000,30194200
Drafting dots or tapes,30000000,30100000,30190000,30194210
Drafting films,30000000,30100000,30190000,30194220
"Drafting kits, sets and papers",30000000,30100000,30190000,30194300
Drafting kits or sets,30000000,30100000,30190000,30194310
Drafting papers,30000000,30100000,30190000,30194320
Drafting table covers,30000000,30100000,30190000,30194400
Lettering aids,30000000,30100000,30190000,30194500
Protractors,30000000,30100000,30190000,30194600
Templates,30000000,30100000,30190000,30194700
T-squares and triangles,30000000,30100000,30190000,30194800
T-squares,30000000,30100000,30190000,30194810
Triangles,30000000,30100000,30190000,30194820
Work surface protection covers,30000000,30100000,30190000,30194900
Boards,30000000,30100000,30190000,30195000
Planning boards or accessories,30000000,30100000,30190000,30195100
Electronic copyboards or accessories,30000000,30100000,30190000,30195200
Letter boards or accessories,30000000,30100000,30190000,30195300
Dry erase boards or accessories,30000000,30100000,30190000,30195400
Chalk boards or accessories,30000000,30100000,30190000,30195500
Bulletin boards or accessories,30000000,30100000,30190000,30195600
Board cleaning kits or accessories,30000000,30100000,30190000,30195700
Hanging rails or holders,30000000,30100000,30190000,30195800
Whiteboards and magnetic boards,30000000,30100000,30190000,30195900
Whiteboards,30000000,30100000,30190000,30195910
Whiteboard accessories,30000000,30100000,30190000,30195911
Whiteboard easels,30000000,30100000,30190000,30195912
Flipchart easels,30000000,30100000,30190000,30195913
Magnetic boards,30000000,30100000,30190000,30195920
Erasers for magnetic boards,30000000,30100000,30190000,30195921
Planning systems,30000000,30100000,30190000,30196000
Meeting planners,30000000,30100000,30190000,30196100
Appointment books or refills,30000000,30100000,30190000,30196200
Suggestion box,30000000,30100000,30190000,30196300
Small office equipment,30000000,30100000,30190000,30197000
"Staples, tacks, drawing pins",30000000,30100000,30190000,30197100
Staples,30000000,30100000,30190000,30197110
Tacks,30000000,30100000,30190000,30197120
Drawing pins,30000000,30100000,30190000,30197130
Ring binders and paper clips,30000000,30100000,30190000,30197200
Ring binders,30000000,30100000,30190000,30197210
Paper clips,30000000,30100000,30190000,30197220
Paperclip holder,30000000,30100000,30190000,30197221
"Letter openers, staplers and hole punches",30000000,30100000,30190000,30197300
Letter openers,30000000,30100000,30190000,30197310
Staplers,30000000,30100000,30190000,30197320
Staple removers,30000000,30100000,30190000,30197321
Hole punches,30000000,30100000,30190000,30197330
Stamp sponge,30000000,30100000,30190000,30197400
Sealing wax,30000000,30100000,30190000,30197500
Sealing wax accessories,30000000,30100000,30190000,30197510
Processed paper and paperboard,30000000,30100000,30190000,30197600
Composite paper and paperboard,30000000,30100000,30190000,30197610
Writing paper,30000000,30100000,30190000,30197620
Flipchart pad,30000000,30100000,30190000,30197621
Printing paper,30000000,30100000,30190000,30197630
Self-copy or other copy paper,30000000,30100000,30190000,30197640
Thermographic paper,30000000,30100000,30190000,30197641
Photocopier paper and xerographic paper,30000000,30100000,30190000,30197642
Photocopier paper,30000000,30100000,30190000,30197643
Xerographic paper,30000000,30100000,30190000,30197644
Card for printing,30000000,30100000,30190000,30197645
Lottery machines,30000000,30100000,30190000,30198000
Pulling machines,30000000,30100000,30190000,30198100
Paper stationery and other items,30000000,30100000,30190000,30199000
"Carbon paper, self-copy paper, paper duplicator stencils and carbonless paper",30000000,30100000,30190000,30199100
Carbon paper,30000000,30100000,30190000,30199110
Self-copy paper,30000000,30100000,30190000,30199120
Carbonless paper,30000000,30100000,30190000,30199130
Paper duplicator stencils,30000000,30100000,30190000,30199140
"Envelopes, letter cards and plain postcards",30000000,30100000,30190000,30199200
Letter cards,30000000,30100000,30190000,30199210
Plain postcards,30000000,30100000,30190000,30199220
Envelopes,30000000,30100000,30190000,30199230
Mailing kit,30000000,30100000,30190000,30199240
Embossed or perforated paper,30000000,30100000,30190000,30199300
Embossed or perforated printing paper,30000000,30100000,30190000,30199310
Embossed or perforated writing paper,30000000,30100000,30190000,30199320
Continuous paper for computer printers,30000000,30100000,30190000,30199330
Continuous forms,30000000,30100000,30190000,30199340
Gummed or adhesive paper,30000000,30100000,30190000,30199400
Self-adhesive paper,30000000,30100000,30190000,30199410
"Box files, letter trays, storage boxes and similar articles",30000000,30100000,30190000,30199500
Dividers for stationery,30000000,30100000,30190000,30199600
Printed stationery except forms,30000000,30100000,30190000,30199700
Printed envelopes,30000000,30100000,30190000,30199710
Printed window envelopes,30000000,30100000,30190000,30199711
Printed non-window envelopes,30000000,30100000,30190000,30199712
Printed X-ray envelopes,30000000,30100000,30190000,30199713
Notepaper,30000000,30100000,30190000,30199720
Business cards,30000000,30100000,30190000,30199730
Business card holders,30000000,30100000,30190000,30199731
Compliment slips,30000000,30100000,30190000,30199740
Coupons,30000000,30100000,30190000,30199750
Labels,30000000,30100000,30190000,30199760
Bar-coded labels,30000000,30100000,30190000,30199761
Luggage tags,30000000,30100000,30190000,30199762
Theft protection labels,30000000,30100000,30190000,30199763
Luncheon vouchers,30000000,30100000,30190000,30199770
Blotting pads,30000000,30100000,30190000,30199780
Timetables,30000000,30100000,30190000,30199790
Wall planners,30000000,30100000,30190000,30199791
Calendars,30000000,30100000,30190000,30199792
Diary stands,30000000,30100000,30190000,30199793
Computer equipment and supplies,30000000,30200000,,
Data-processing machines (hardware),30000000,30200000,30210000,
Mainframe computer,30000000,30200000,30210000,30211000
Super computer,30000000,30200000,30210000,30211100
Mainframe hardware,30000000,30200000,30210000,30211200
Computer platforms,30000000,30200000,30210000,30211300
Computer configurations,30000000,30200000,30210000,30211400
Central processing unit (CPU) or processors,30000000,30200000,30210000,30211500
Minicomputer hardware,30000000,30200000,30210000,30212000
Central processing units for minicomputers,30000000,30200000,30210000,30212100
Personal computers,30000000,30200000,30210000,30213000
Portable computers,30000000,30200000,30210000,30213100
Tablet computer,30000000,30200000,30210000,30213200
Desktop computer,30000000,30200000,30210000,30213300
Central processing units for personal computers,30000000,30200000,30210000,30213400
Pocket computers,30000000,30200000,30210000,30213500
Workstations,30000000,30200000,30210000,30214000
Microcomputer hardware,30000000,30200000,30210000,30215000
Central processing units for microcomputers,30000000,30200000,30210000,30215100
Magnetic or optical readers,30000000,30200000,30210000,30216000
Optical readers,30000000,30200000,30210000,30216100
Scanners for computer use,30000000,30200000,30210000,30216110
Optical-character-recognition equipment,30000000,30200000,30210000,30216120
Barcode readers,30000000,30200000,30210000,30216130
Magnetic card readers,30000000,30200000,30210000,30216200
Punchcard readers,30000000,30200000,30210000,30216300
Digital cartography equipment,30000000,30200000,30220000,
Digital cadastral maps,30000000,30200000,30220000,30221000
Computer related equipment,30000000,30200000,30230000,
Computer screens and consoles,30000000,30200000,30230000,30231000
Computer terminals,30000000,30200000,30230000,30231100
Consoles,30000000,30200000,30230000,30231200
Display screens,30000000,30200000,30230000,30231300
Flat panel displays,30000000,30200000,30230000,30231310
Touch screen monitors,30000000,30200000,30230000,30231320
Peripheral equipment,30000000,30200000,30230000,30232000
Printers and plotters,30000000,30200000,30230000,30232100
Laser printers,30000000,30200000,30230000,30232110
Dot-matrix printers,30000000,30200000,30230000,30232120
Colour graphics printers,30000000,30200000,30230000,30232130
Plotters,30000000,30200000,30230000,30232140
Encoders,30000000,30200000,30230000,30232600
Central controlling unit,30000000,30200000,30230000,30232700
Media storage and reader devices,30000000,30200000,30230000,30233000
Computer storage units,30000000,30200000,30230000,30233100
Magnetic card storage units,30000000,30200000,30230000,30233110
Magnetic tape storage units,30000000,30200000,30230000,30233120
Magnetic disk storage units,30000000,30200000,30230000,30233130
Floppy-disk drives,30000000,30200000,30230000,30233131
Hard-disk drives,30000000,30200000,30230000,30233132
Direct-access storage devices (DASD),30000000,30200000,30230000,30233140
Redundant Array of Independent Disk (RAID),30000000,30200000,30230000,30233141
Optical-disk drives,30000000,30200000,30230000,30233150
Compact disk (CD) reader and/or burner,30000000,30200000,30230000,30233151
Digital versatile disc (DVD) reader and/or burner,30000000,30200000,30230000,30233152
Compact disk (CD) and digital versatile disk (DVD) reader and/or burner,30000000,30200000,30230000,30233153
Tape streamers,30000000,30200000,30230000,30233160
Cassette-handling equipment,30000000,30200000,30230000,30233161
Carousel units,30000000,30200000,30230000,30233170
Flash memory storage devices,30000000,30200000,30230000,30233180
Disk controller,30000000,30200000,30230000,30233190
Smart card readers,30000000,30200000,30230000,30233300
Fingerprint readers,30000000,30200000,30230000,30233310
Combined smart card and fingerprint readers,30000000,30200000,30230000,30233320
Storage media,30000000,30200000,30230000,30234000
Magnetic disk,30000000,30200000,30230000,30234100
Optical disks,30000000,30200000,30230000,30234200
Compact disks (CDs),30000000,30200000,30230000,30234300
Digital versatile disks (DVDs),30000000,30200000,30230000,30234400
Memory storage media,30000000,30200000,30230000,30234500
Flash memory,30000000,30200000,30230000,30234600
Magnetic tapes,30000000,30200000,30230000,30234700
Miscellaneous computer equipment,30000000,30200000,30230000,30236000
Memory-expansion equipment,30000000,30200000,30230000,30236100
Random access memory (RAM),30000000,30200000,30230000,30236110
Dynamic random access memory (DRAM),30000000,30200000,30230000,30236111
Static random access memory (SRAM),30000000,30200000,30230000,30236112
Synchronous dynamic random access memory (SDRAM),30000000,30200000,30230000,30236113
Rambus dynamic random access memory (RDRAM),30000000,30200000,30230000,30236114
Synchronous graphic random access memory (SGRAM),30000000,30200000,30230000,30236115
Read only memory (ROM),30000000,30200000,30230000,30236120
Programmable read only memory (PROM),30000000,30200000,30230000,30236121
Erasable programmable read only memory (EPROM),30000000,30200000,30230000,30236122
Electronically erasable programmable read only memory (EEPROM),30000000,30200000,30230000,30236123
Data-processing equipment,30000000,30200000,30230000,30236200
"Parts, accessories and supplies for computers",30000000,30200000,30230000,30237000
Parts of computers,30000000,30200000,30230000,30237100
Network interfaces,30000000,30200000,30230000,30237110
Computer ports,30000000,30200000,30230000,30237120
Serial infrared ports,30000000,30200000,30230000,30237121
Computer cards,30000000,30200000,30230000,30237130
Electronic cards,30000000,30200000,30230000,30237131
Universal Serial Bus (USB) Interfaces,30000000,30200000,30230000,30237132
Personal Computer Memory Card International Association (PCMCIA) adaptors and interfaces,30000000,30200000,30230000,30237133
Graphic accelerator cards,30000000,30200000,30230000,30237134
Network interfaces cards,30000000,30200000,30230000,30237135
Audio cards,30000000,30200000,30230000,30237136
Motherboards,30000000,30200000,30230000,30237140
Computer accessories,30000000,30200000,30230000,30237200
Anti-glare screens,30000000,30200000,30230000,30237210
Mousepads,30000000,30200000,30230000,30237220
Caches,30000000,30200000,30230000,30237230
Web camera,30000000,30200000,30230000,30237240
Computer cleaning accessories,30000000,30200000,30230000,30237250
Computer cleaning kits,30000000,30200000,30230000,30237251
Pressurised air dusters,30000000,30200000,30230000,30237252
Dust covers for computer equipment,30000000,30200000,30230000,30237253
Monitor wall mount arms,30000000,30200000,30230000,30237260
Portable computer carrying cases,30000000,30200000,30230000,30237270
Power supply accessories,30000000,30200000,30230000,30237280
Keyboard wrist rests,30000000,30200000,30230000,30237290
Keyguards,30000000,30200000,30230000,30237295
Computer supplies,30000000,30200000,30230000,30237300
Font cartridges for printers,30000000,30200000,30230000,30237310
Diskettes,30000000,30200000,30230000,30237320
Digital Audio Tape (DAT) cartridges,30000000,30200000,30230000,30237330
Digital Linear Tape (DLT) cartridges,30000000,30200000,30230000,30237340
Data cartridges,30000000,30200000,30230000,30237350
Linear Tape-Open (LTO) cartridges,30000000,30200000,30230000,30237360
Recording cartridges,30000000,30200000,30230000,30237370
CD-ROM,30000000,30200000,30230000,30237380
Data entry accessories,30000000,30200000,30230000,30237400
Computer mouse,30000000,30200000,30230000,30237410
Joysticks,30000000,30200000,30230000,30237420
Light pens,30000000,30200000,30230000,30237430
Trackballs,30000000,30200000,30230000,30237440
Graphics tablets,30000000,30200000,30230000,30237450
Computer keyboards,30000000,30200000,30230000,30237460
Programmable keyboards,30000000,30200000,30230000,30237461
Braille pads,30000000,30200000,30230000,30237470
Electric sensors,30000000,30200000,30230000,30237475
Input units,30000000,30200000,30230000,30237480
Library automation equipment,30000000,30200000,30230000,30238000
"Electrical machinery, apparatus, equipment and consumables; Lighting",31000000,,,
"Electric motors, generators and transformers",31000000,31100000,,
Electric motors,31000000,31100000,31110000,
Adapters,31000000,31100000,31110000,31111000
Generators,31000000,31100000,31120000,
Generating sets,31000000,31100000,31120000,31121000
Generating sets with compression-ignition engines,31000000,31100000,31120000,31121100
Power converters,31000000,31100000,31120000,31121110
Electric rotary converters,31000000,31100000,31120000,31121111
Generating sets with spark-ignition engines,31000000,31100000,31120000,31121200
Wind-energy generators,31000000,31100000,31120000,31121300
Windmills,31000000,31100000,31120000,31121310
Wind turbines,31000000,31100000,31120000,31121320
Wind turbine generators,31000000,31100000,31120000,31121330
Turbine rotors,31000000,31100000,31120000,31121331
Wind farm,31000000,31100000,31120000,31121340
Generator units,31000000,31100000,31120000,31122000
Fuel cells,31000000,31100000,31120000,31122100
Steam-turbine generator and related apparatus,31000000,31100000,31120000,31124000
Turbine generator sets,31000000,31100000,31120000,31124100
Turbine generator control apparatus,31000000,31100000,31120000,31124200
Dynamos,31000000,31100000,31120000,31126000
Emergency generator,31000000,31100000,31120000,31127000
Turbogenerator,31000000,31100000,31120000,31128000
Alternators,31000000,31100000,31130000,
Single-phase motors,31000000,31100000,31130000,31131000
Actuators,31000000,31100000,31130000,31131100
Anodes,31000000,31100000,31130000,31131200
Multi-phase motors,31000000,31100000,31130000,31132000
Cooling towers,31000000,31100000,31140000,
Water coolers,31000000,31100000,31140000,31141000
Ballasts for discharge lamps or tubes,31000000,31100000,31150000,
Static converters,31000000,31100000,31150000,31151000
Rectifiers,31000000,31100000,31150000,31153000
Uninterruptible power supplies,31000000,31100000,31150000,31154000
Inverters,31000000,31100000,31150000,31155000
Interruptible power supplies,31000000,31100000,31150000,31156000
Inductors,31000000,31100000,31150000,31157000
Chargers,31000000,31100000,31150000,31158000
Battery chargers,31000000,31100000,31150000,31158100
Supercharger,31000000,31100000,31150000,31158200
Turbocharger,31000000,31100000,31150000,31158300
"Parts of electric motors, generators and transformers",31000000,31100000,31160000,
Parts for electrical motors and generators,31000000,31100000,31160000,31161000
Excitation systems,31000000,31100000,31160000,31161100
Gas cooling systems,31000000,31100000,31160000,31161200
Generator rotors,31000000,31100000,31160000,31161300
Primary water systems,31000000,31100000,31160000,31161400
Seal oil systems,31000000,31100000,31160000,31161500
Stator cooling water systems,31000000,31100000,31160000,31161600
Parts of steam generators,31000000,31100000,31160000,31161700
Parts of gas generators,31000000,31100000,31160000,31161800
Voltage-control systems,31000000,31100000,31160000,31161900
"Parts of transformers, inductors and static converters",31000000,31100000,31160000,31162000
Parts of condensers,31000000,31100000,31160000,31162100
Transformers,31000000,31100000,31170000,
Liquid dielectric transformers,31000000,31100000,31170000,31171000
Voltage transformers,31000000,31100000,31170000,31172000
Instrument transformer,31000000,31100000,31170000,31173000
Power supply transformers,31000000,31100000,31170000,31174000
Electricity distribution and control apparatus,31000000,31200000,,
Electrical apparatus for switching or protecting electrical circuits,31000000,31200000,31210000,
Boards and fuse boxes,31000000,31200000,31210000,31211000
Boards for electrical apparatus,31000000,31200000,31210000,31211100
Control panels,31000000,31200000,31210000,31211110
Fuse boxes,31000000,31200000,31210000,31211200
Fuses,31000000,31200000,31210000,31211300
Cut-outs,31000000,31200000,31210000,31211310
Fuse blocks,31000000,31200000,31210000,31211320
Fuse wires,31000000,31200000,31210000,31211330
Fuse clips,31000000,31200000,31210000,31211340
Circuit breakers,31000000,31200000,31210000,31212000
Overhead circuit breakers,31000000,31200000,31210000,31212100
Circuit testers,31000000,31200000,31210000,31212200
Magnetic circuit breakers,31000000,31200000,31210000,31212300
Miniature circuit breakers,31000000,31200000,31210000,31212400
Distribution equipment,31000000,31200000,31210000,31213000
Distribution boxes,31000000,31200000,31210000,31213100
Distribution transformers,31000000,31200000,31210000,31213200
Cable distribution cabinet,31000000,31200000,31210000,31213300
Distribution system,31000000,31200000,31210000,31213400
Switchgear,31000000,31200000,31210000,31214000
Switches,31000000,31200000,31210000,31214100
Isolating switches,31000000,31200000,31210000,31214110
Earthing switch,31000000,31200000,31210000,31214120
Safety switches,31000000,31200000,31210000,31214130
Dimmer switches,31000000,31200000,31210000,31214140
Drum switches,31000000,31200000,31210000,31214150
Pressure switches,31000000,31200000,31210000,31214160
Toggle switches,31000000,31200000,31210000,31214170
Slide switches,31000000,31200000,31210000,31214180
Limit switches,31000000,31200000,31210000,31214190
Switch disconnector,31000000,31200000,31210000,31214200
Outdoor switching installations,31000000,31200000,31210000,31214300
Fuse switch disconnector,31000000,31200000,31210000,31214400
Electric switchboards,31000000,31200000,31210000,31214500
Distribution switchboards,31000000,31200000,31210000,31214510
Medium-voltage switchboards,31000000,31200000,31210000,31214520
Voltage limiters,31000000,31200000,31210000,31215000
Lightning arrestors,31000000,31200000,31210000,31216000
Lightning-protection equipment,31000000,31200000,31210000,31216100
Lightning conductors,31000000,31200000,31210000,31216200
Surge suppressors,31000000,31200000,31210000,31217000
Busbars,31000000,31200000,31210000,31218000
Protection boxes,31000000,31200000,31210000,31219000
Electrical circuit components,31000000,31200000,31220000,
Electrical relays,31000000,31200000,31220000,31221000
Power relays,31000000,31200000,31220000,31221100
General purpose relays,31000000,31200000,31220000,31221200
Socket relays,31000000,31200000,31220000,31221300
Alternating voltage relays,31000000,31200000,31220000,31221400
Mercury relays,31000000,31200000,31220000,31221500
Time relays,31000000,31200000,31220000,31221600
Overload relays,31000000,31200000,31220000,31221700
Lamp-holders,31000000,31200000,31220000,31223000
Connections and contact elements,31000000,31200000,31220000,31224000
Plugs and sockets,31000000,31200000,31220000,31224100
Coaxial connectors,31000000,31200000,31220000,31224200
Connection boxes,31000000,31200000,31220000,31224300
Connection cables,31000000,31200000,31220000,31224400
Terminals,31000000,31200000,31220000,31224500
Dimmers,31000000,31200000,31220000,31224600
Junction boxes,31000000,31200000,31220000,31224700
Cable joining kits,31000000,31200000,31220000,31224800
Extension cables,31000000,31200000,31220000,31224810
Parts of electricity distribution or control apparatus,31000000,31200000,31230000,
Insulated wire and cable,31000000,31300000,,
Mains,31000000,31300000,31310000,
Mains connections,31000000,31300000,31310000,31311000
Power distribution cables,31000000,31300000,31320000,
Electricity power lines,31000000,31300000,31320000,31321000
Overhead power lines,31000000,31300000,31320000,31321100
Low- and medium-voltage cable,31000000,31300000,31320000,31321200
Low-voltage cable,31000000,31300000,31320000,31321210
Medium-voltage cable,31000000,31300000,31320000,31321220
High-voltage cable,31000000,31300000,31320000,31321300
Underwater cable,31000000,31300000,31320000,31321400
Submarine cable,31000000,31300000,31320000,31321500
Shielded cable,31000000,31300000,31320000,31321600
Signalling cable,31000000,31300000,31320000,31321700
Coaxial cable,31000000,31300000,31330000,
Insulated cable accessories,31000000,31300000,31340000,
Insulated cable reels,31000000,31300000,31340000,31341000
Insulated cable junctions,31000000,31300000,31340000,31342000
Insulated cable joints,31000000,31300000,31340000,31343000
Insulated cable glands,31000000,31300000,31340000,31344000
Electric conductors for data and control purposes,31000000,31300000,31350000,
Electric conductors for access control systems,31000000,31300000,31350000,31351000
"Accumulators, primary cells and primary batteries",31000000,31400000,,
Primary cells,31000000,31400000,31410000,
Alkaline batteries,31000000,31400000,31410000,31411000
Primary batteries,31000000,31400000,31420000,
Lead batteries,31000000,31400000,31420000,31421000
Battery packs,31000000,31400000,31420000,31422000
Electric accumulators,31000000,31400000,31430000,
Lead-acid accumulators,31000000,31400000,31430000,31431000
Nickel-cadmium accumulators,31000000,31400000,31430000,31432000
Nickel-iron accumulators,31000000,31400000,31430000,31433000
Lithium accumulators,31000000,31400000,31430000,31434000
Batteries,31000000,31400000,31440000,
Lighting equipment and electric lamps,31000000,31500000,,
Electric filament lamps,31000000,31500000,31510000,
Sealed-beam lamp units,31000000,31500000,31510000,31511000
Tungsten halogen filament lamps,31000000,31500000,31510000,31512000
"Halogen bulbs, linear",31000000,31500000,31510000,31512100
"Halogen bulbs, bi-pin",31000000,31500000,31510000,31512200
"Halogen bulbs, dichroic",31000000,31500000,31510000,31512300
Discharge lamps,31000000,31500000,31510000,31514000
Ultraviolet lamps,31000000,31500000,31510000,31515000
Infrared lamps,31000000,31500000,31510000,31516000
Arc lamps,31000000,31500000,31510000,31517000
Signalling lights,31000000,31500000,31510000,31518000
Floodlights,31000000,31500000,31510000,31518100
Emergency lighting equipment,31000000,31500000,31510000,31518200
Stormlights,31000000,31500000,31510000,31518210
Light stick,31000000,31500000,31510000,31518220
Rooflights,31000000,31500000,31510000,31518300
Mercury-vapour lamps,31000000,31500000,31510000,31518500
Searchlights,31000000,31500000,31510000,31518600
Incandescent and neon lamps,31000000,31500000,31510000,31519000
Incandescent lamps,31000000,31500000,31510000,31519100
Neon lamps,31000000,31500000,31510000,31519200
Lamps and light fittings,31000000,31500000,31520000,
Lamps,31000000,31500000,31520000,31521000
Desk lamps,31000000,31500000,31520000,31521100
Floor-standing lamps,31000000,31500000,31520000,31521200
Portable electric lamps,31000000,31500000,31520000,31521300
Warning lights,31000000,31500000,31520000,31521310
Torches,31000000,31500000,31520000,31521320
Rechargeable portable electric lamps,31000000,31500000,31520000,31521330
Christmas tree lights,31000000,31500000,31520000,31522000
Illuminated signs and nameplates,31000000,31500000,31520000,31523000
Advertising neon lights,31000000,31500000,31520000,31523100
Permanent message signs,31000000,31500000,31520000,31523200
Illuminated nameplates,31000000,31500000,31520000,31523300
Ceiling or wall light fittings,31000000,31500000,31520000,31524000
Ceiling light fittings,31000000,31500000,31520000,31524100
Operating-theatre lamps,31000000,31500000,31520000,31524110
Ceiling lights,31000000,31500000,31520000,31524120
Wall light fittings,31000000,31500000,31520000,31524200
Wall lights,31000000,31500000,31520000,31524210
Spotlights,31000000,31500000,31520000,31527000
Exterior lights,31000000,31500000,31520000,31527200
Lanterns,31000000,31500000,31520000,31527210
Lighting systems,31000000,31500000,31520000,31527260
Platforms lighting,31000000,31500000,31520000,31527270
Domestic lights,31000000,31500000,31520000,31527300
Underwater lights,31000000,31500000,31520000,31527400
Parts of lamps and lighting equipment,31000000,31500000,31530000,
Light bulbs,31000000,31500000,31530000,31531000
Electric tubes,31000000,31500000,31530000,31531100
Parts of lamps and light fittings,31000000,31500000,31530000,31532000
Tube lamps,31000000,31500000,31530000,31532100
Fluorescent tube lamps,31000000,31500000,31530000,31532110
Compact fluorescent tube lamps,31000000,31500000,31530000,31532120
Ring lamps,31000000,31500000,31530000,31532200
Fluorescent ring lamps,31000000,31500000,31530000,31532210
Globe lamps,31000000,31500000,31530000,31532300
Compact fluorescent globe lamps,31000000,31500000,31530000,31532310
Lamps sockets,31000000,31500000,31530000,31532400
Lamp starters,31000000,31500000,31530000,31532500
Starters for fluorescent lamps,31000000,31500000,31530000,31532510
Lamp reactors,31000000,31500000,31530000,31532600
Reactors for fluorescent lamps,31000000,31500000,31530000,31532610
Lamp covers,31000000,31500000,31530000,31532700
Lamp arms,31000000,31500000,31530000,31532800
Fluorescent lights,31000000,31500000,31530000,31532900
Fluorescent tubes,31000000,31500000,31530000,31532910
Bulbs and fluorescent lamps,31000000,31500000,31530000,31532920
Electrical equipment and apparatus,31000000,31600000,,
Electrical equipment for engines and vehicles,31000000,31600000,31610000,
Wiring sets,31000000,31600000,31610000,31611000
Electrical wiring looms for engines,31000000,31600000,31610000,31612000
Starter motors,31000000,31600000,31610000,31612200
Electrical signalling equipment for engines,31000000,31600000,31610000,31612300
Blinkers,31000000,31600000,31610000,31612310
Sound or visual signalling apparatus,31000000,31600000,31620000,
Burglar and fire alarms,31000000,31600000,31620000,31625000
Fire-detection systems,31000000,31600000,31620000,31625100
Fire-alarm systems,31000000,31600000,31620000,31625200
Burglar-alarm systems,31000000,31600000,31620000,31625300
Magnets,31000000,31600000,31630000,
Machines and apparatus with individual functions,31000000,31600000,31640000,
Electronic detection apparatus,31000000,31600000,31640000,31642000
Detection apparatus for metal pipes,31000000,31600000,31640000,31642100
Detection apparatus for mines,31000000,31600000,31640000,31642200
Detection apparatus for plastics,31000000,31600000,31640000,31642300
Detection apparatus for non-metallic objects,31000000,31600000,31640000,31642400
Detection apparatus for timber,31000000,31600000,31640000,31642500
Particle accelerators,31000000,31600000,31640000,31643000
Linear accelerators,31000000,31600000,31640000,31643100
Miscellaneous data recorders,31000000,31600000,31640000,31644000
Pinball machines,31000000,31600000,31640000,31645000
Insulating fittings,31000000,31600000,31650000,
Electrical tape,31000000,31600000,31650000,31651000
Carbon electrodes,31000000,31600000,31660000,
Electrical parts of machinery or apparatus,31000000,31600000,31670000,
Glass envelopes and cathode-ray tubes,31000000,31600000,31670000,31671000
Glass envelopes,31000000,31600000,31670000,31671100
Cathode-ray tubes,31000000,31600000,31670000,31671200
Electrical supplies and accessories,31000000,31600000,31680000,
Electrical accessories,31000000,31600000,31680000,31681000
Electrical contacts,31000000,31600000,31680000,31681100
Electric pumps,31000000,31600000,31680000,31681200
Electrical circuits,31000000,31600000,31680000,31681300
Electrical components,31000000,31600000,31680000,31681400
Electrical materials,31000000,31600000,31680000,31681410
Rechargers,31000000,31600000,31680000,31681500
Electricity supplies,31000000,31600000,31680000,31682000
Electricity boxes,31000000,31600000,31680000,31682100
Electricity box covers,31000000,31600000,31680000,31682110
Instrument panels,31000000,31600000,31680000,31682200
Instrumentation and control equipment,31000000,31600000,31680000,31682210
Mixing panels,31000000,31600000,31680000,31682220
Graphic display panels,31000000,31600000,31680000,31682230
Medium-voltage equipment,31000000,31600000,31680000,31682300
Medium-voltage panels,31000000,31600000,31680000,31682310
Overhead electrical equipment,31000000,31600000,31680000,31682400
Overhead cable carriers,31000000,31600000,31680000,31682410
Emergency electricity equipment,31000000,31600000,31680000,31682500
Emergency power systems,31000000,31600000,31680000,31682510
Emergency shutdown systems,31000000,31600000,31680000,31682520
Emergency power supplies,31000000,31600000,31680000,31682530
Substation equipment,31000000,31600000,31680000,31682540
"Electronic, electromechanical and electrotechnical supplies",31000000,31700000,,
Electronic equipment,31000000,31700000,31710000,
Electronic supplies,31000000,31700000,31710000,31711000
Electronic components,31000000,31700000,31710000,31711100
Transceivers,31000000,31700000,31710000,31711110
Transducers,31000000,31700000,31710000,31711120
Resistors,31000000,31700000,31710000,31711130
Electrical resistors,31000000,31700000,31710000,31711131
Electrodes,31000000,31700000,31710000,31711140
Electrical capacitors,31000000,31700000,31710000,31711150
Fixed capacitors,31000000,31700000,31710000,31711151
Variable or adjustable capacitors,31000000,31700000,31710000,31711152
Capacitor banks,31000000,31700000,31710000,31711154
Capacitor networks,31000000,31700000,31710000,31711155
Electronic scoreboards,31000000,31700000,31710000,31711200
Electronic timekeeping systems,31000000,31700000,31710000,31711300
System for recording attendance,31000000,31700000,31710000,31711310
Valves and tubes,31000000,31700000,31710000,31711400
Cathode-ray television picture tubes,31000000,31700000,31710000,31711410
Television camera tubes,31000000,31700000,31710000,31711411
Microwave tubes and equipment,31000000,31700000,31710000,31711420
