Product_name,Div_id,Group_id,Class_id,Cat_id
"Agricultural, farming, fishing, forestry and related products",3000000,,,
Agricultural and horticultural products,3000000,3100000,,
"Crops, products of market gardening and horticulture",3000000,3100000,3110000,
Seeds,3000000,3100000,3110000,3111000
Soya beans,3000000,3100000,3110000,3111100
Peanuts,3000000,3100000,3110000,3111200
Sunflower seeds,3000000,3100000,3110000,3111300
Cotton seeds,3000000,3100000,3110000,3111400
Sesame seeds,3000000,3100000,3110000,3111500
Mustard seeds,3000000,3100000,3110000,3111600
Vegetable seeds,3000000,3100000,3110000,3111700
Fruit seeds,3000000,3100000,3110000,3111800
Flower seeds,3000000,3100000,3110000,3111900
Unmanufactured tobacco,3000000,3100000,3110000,3112000
Plants used for sugar manufacturing,3000000,3100000,3110000,3113000
Sugar beet,3000000,3100000,3110000,3113100
Sugar cane,3000000,3100000,3110000,3113200
Straw and forage,3000000,3100000,3110000,3114000
Straw,3000000,3100000,3110000,3114100
Forage,3000000,3100000,3110000,3114200
Raw vegetable materials,3000000,3100000,3110000,3115000
Raw vegetable materials used in textile production,3000000,3100000,3110000,3115100
Cotton,3000000,3100000,3110000,3115110
Jute,3000000,3100000,3110000,3115120
Flax,3000000,3100000,3110000,3115130
Natural rubber and latex and associated products,3000000,3100000,3110000,3116000
Natural rubber,3000000,3100000,3110000,3116100
Natural latex,3000000,3100000,3110000,3116200
Latex products,3000000,3100000,3110000,3116300
Plants used in specific fields,3000000,3100000,3110000,3117000
"Plants used in perfumery or pharmacy, or for insecticidal or similar purposes",3000000,3100000,3110000,3117100
Plants used in perfumery,3000000,3100000,3110000,3117110
Plants used in pharmacy,3000000,3100000,3110000,3117120
Plants used for insecticidal purposes,3000000,3100000,3110000,3117130
Plants used for fungicidal or similar purposes,3000000,3100000,3110000,3117140
Seeds of plants used in specific fields,3000000,3100000,3110000,3117200
Horticultural and nursery products,3000000,3100000,3120000,
Horticultural products,3000000,3100000,3120000,3121000
"Live plants, bulbs, roots, cuttings and slips",3000000,3100000,3120000,3121100
Cut flowers,3000000,3100000,3120000,3121200
Floral arrangements,3000000,3100000,3120000,3121210
Beverage and spice crops,3000000,3100000,3130000,
Beverage crops,3000000,3100000,3130000,3131000
Coffee beans,3000000,3100000,3130000,3131100
Tea bushes,3000000,3100000,3130000,3131200
Maté,3000000,3100000,3130000,3131300
Cocoa beans,3000000,3100000,3130000,3131400
Unprocessed spices,3000000,3100000,3130000,3132000
Animal products and related products,3000000,3100000,3140000,
Bulls' semen,3000000,3100000,3140000,3141000
Animal products,3000000,3100000,3140000,3142000
Natural honey,3000000,3100000,3140000,3142100
Snails,3000000,3100000,3140000,3142200
Edible products of animal origin,3000000,3100000,3140000,3142300
Waxes,3000000,3100000,3140000,3142400
Eggs,3000000,3100000,3140000,3142500
Products of mixed farming,3000000,3100000,3140000,3143000
Agricultural supplies,3000000,3100000,3140000,3144000
"Cereals, potatoes, vegetables, fruits and nuts",3000000,3200000,,
Cereals and potatoes,3000000,3200000,3210000,
Cereals,3000000,3200000,3210000,3211000
Wheat,3000000,3200000,3210000,3211100
Durum wheat,3000000,3200000,3210000,3211110
Soft wheat,3000000,3200000,3210000,3211120
Maize,3000000,3200000,3210000,3211200
Rice,3000000,3200000,3210000,3211300
Barley,3000000,3200000,3210000,3211400
Rye,3000000,3200000,3210000,3211500
Oats,3000000,3200000,3210000,3211600
Malt,3000000,3200000,3210000,3211700
Grain products,3000000,3200000,3210000,3211900
Potatoes and dried vegetables,3000000,3200000,3210000,3212000
Potatoes,3000000,3200000,3210000,3212100
Dried leguminous vegetables and pulses,3000000,3200000,3210000,3212200
Dried leguminous vegetables,3000000,3200000,3210000,3212210
Lentils,3000000,3200000,3210000,3212211
Chick peas,3000000,3200000,3210000,3212212
Dried peas,3000000,3200000,3210000,3212213
Pulses,3000000,3200000,3210000,3212220
"Vegetables, fruits and nuts",3000000,3200000,3220000,
Vegetables,3000000,3200000,3220000,3221000
Root and tuber vegetables,3000000,3200000,3220000,3221100
Root vegetables,3000000,3200000,3220000,3221110
Beetroot,3000000,3200000,3220000,3221111
Carrots,3000000,3200000,3220000,3221112
Onions,3000000,3200000,3220000,3221113
Turnips,3000000,3200000,3220000,3221114
Tuber vegetables,3000000,3200000,3220000,3221120
Fruit vegetables,3000000,3200000,3220000,3221200
Beans,3000000,3200000,3220000,3221210
Broad beans,3000000,3200000,3220000,3221211
Green beans,3000000,3200000,3220000,3221212
Runner beans,3000000,3200000,3220000,3221213
Peas,3000000,3200000,3220000,3221220
Garden peas,3000000,3200000,3220000,3221221
Mange-tout,3000000,3200000,3220000,3221222
Peppers,3000000,3200000,3220000,3221230
Tomatoes,3000000,3200000,3220000,3221240
Courgettes,3000000,3200000,3220000,3221250
Mushrooms,3000000,3200000,3220000,3221260
Cucumbers,3000000,3200000,3220000,3221270
Leaf vegetables,3000000,3200000,3220000,3221300
Lettuce,3000000,3200000,3220000,3221310
Salad leaves,3000000,3200000,3220000,3221320
Artichokes,3000000,3200000,3220000,3221330
Spinach,3000000,3200000,3220000,3221340
Cabbage vegetables,3000000,3200000,3220000,3221400
Cabbage,3000000,3200000,3220000,3221410
Cauliflower,3000000,3200000,3220000,3221420
Broccoli,3000000,3200000,3220000,3221430
Brussels sprouts,3000000,3200000,3220000,3221440
Fruit and nuts,3000000,3200000,3220000,3222000
Tropical fruit and nuts,3000000,3200000,3220000,3222100
Tropical fruit,3000000,3200000,3220000,3222110
Bananas,3000000,3200000,3220000,3222111
Pineapples,3000000,3200000,3220000,3222112
Mangoes,3000000,3200000,3220000,3222113
Dates,3000000,3200000,3220000,3222114
Raisins,3000000,3200000,3220000,3222115
Figs,3000000,3200000,3220000,3222116
Avocados,3000000,3200000,3220000,3222117
Kiwi fruit,3000000,3200000,3220000,3222118
Coconuts,3000000,3200000,3220000,3222120
Citrus fruit,3000000,3200000,3220000,3222200
Lemons,3000000,3200000,3220000,3222210
Oranges,3000000,3200000,3220000,3222220
Grapefruit,3000000,3200000,3220000,3222230
Tangerines,3000000,3200000,3220000,3222240
Limes,3000000,3200000,3220000,3222250
Non-tropical fruit,3000000,3200000,3220000,3222300
Berry fruit,3000000,3200000,3220000,3222310
Currants,3000000,3200000,3220000,3222311
Gooseberries,3000000,3200000,3220000,3222312
Strawberries,3000000,3200000,3220000,3222313
Raspberries,3000000,3200000,3220000,3222314
Cranberries,3000000,3200000,3220000,3222315
"Apples, pears and quinces",3000000,3200000,3220000,3222320
Apples,3000000,3200000,3220000,3222321
Pears,3000000,3200000,3220000,3222322
Quinces,3000000,3200000,3220000,3222323
Stone fruit,3000000,3200000,3220000,3222330
Apricots,3000000,3200000,3220000,3222331
Peaches,3000000,3200000,3220000,3222332
Cherries,3000000,3200000,3220000,3222333
Plums,3000000,3200000,3220000,3222334
Grapes,3000000,3200000,3220000,3222340
Table grapes,3000000,3200000,3220000,3222341
Wine grapes,3000000,3200000,3220000,3222342
Olives,3000000,3200000,3220000,3222400
"Farming, hunting and fishing products",3000000,3300000,,
"Fish, crustaceans and aquatic products",3000000,3300000,3310000,
Fish,3000000,3300000,3310000,3311000
Flat fish,3000000,3300000,3310000,3311100
Sole,3000000,3300000,3310000,3311110
Plaice,3000000,3300000,3310000,3311120
Fish of the cod family,3000000,3300000,3310000,3311200
Cod,3000000,3300000,3310000,3311210
Pollock,3000000,3300000,3310000,3311220
Hake,3000000,3300000,3310000,3311230
Haddock,3000000,3300000,3310000,3311240
Herring,3000000,3300000,3310000,3311300
Tuna,3000000,3300000,3310000,3311400
Whiting,3000000,3300000,3310000,3311500
Whitebait,3000000,3300000,3310000,3311600
Salmon,3000000,3300000,3310000,3311700
Crustaceans,3000000,3300000,3310000,3312000
Oysters,3000000,3300000,3310000,3312100
Shellfish,3000000,3300000,3310000,3312200
Aquatic invertebrates,3000000,3300000,3310000,3312300
Aquatic products,3000000,3300000,3310000,3313000
Corals or similar products,3000000,3300000,3310000,3313100
Natural sponges,3000000,3300000,3310000,3313200
Seaweeds,3000000,3300000,3310000,3313300
Algae,3000000,3300000,3310000,3313310
"Cattle, livestock and small animals",3000000,3300000,3320000,
Cattle,3000000,3300000,3320000,3321000
Bovine cattle,3000000,3300000,3320000,3321100
Calves,3000000,3300000,3320000,3321200
Livestock,3000000,3300000,3320000,3322000
Sheep,3000000,3300000,3320000,3322100
Goats,3000000,3300000,3320000,3322200
Horses,3000000,3300000,3320000,3322300
Pigs,3000000,3300000,3320000,3323000
Live poultry,3000000,3300000,3320000,3324000
Small animals,3000000,3300000,3320000,3325000
Rabbits,3000000,3300000,3320000,3325100
Hares,3000000,3300000,3320000,3325200
Farm animal products,3000000,3300000,3330000,
Fresh milk from sheep and goats,3000000,3300000,3330000,3331000
Sheep's milk,3000000,3300000,3330000,3331100
Goats' milk,3000000,3300000,3330000,3331200
Wool and animal hair,3000000,3300000,3330000,3332000
Shorn wool,3000000,3300000,3330000,3332100
Animal hair,3000000,3300000,3330000,3332200
Fresh cows' milk,3000000,3300000,3330000,3333000
Animal ear tags,3000000,3300000,3340000,
Bovine ear tags,3000000,3300000,3340000,3341000
Forestry and logging products,3000000,3400000,,
Wood,3000000,3400000,3410000,
Coniferous wood,3000000,3400000,3410000,3411000
Tropical wood,3000000,3400000,3410000,3412000
Fuel wood,3000000,3400000,3410000,3413000
Rough wood,3000000,3400000,3410000,3414000
Softwood,3000000,3400000,3410000,3415000
Wood waste,3000000,3400000,3410000,3416000
Scrap wood,3000000,3400000,3410000,3417000
Sawdust,3000000,3400000,3410000,3417100
Logs,3000000,3400000,3410000,3418000
Hardwood,3000000,3400000,3410000,3418100
Timber,3000000,3400000,3410000,3419000
Timber products,3000000,3400000,3410000,3419100
Mining timber,3000000,3400000,3410000,3419200
Gums,3000000,3400000,3420000,
Balsams,3000000,3400000,3420000,3421000
Lac,3000000,3400000,3420000,3422000
Cork,3000000,3400000,3430000,
Natural cork,3000000,3400000,3430000,3431000
Basketware,3000000,3400000,3430000,3432000
Wickerwork,3000000,3400000,3430000,3432100
Forestry products,3000000,3400000,3440000,
"Ornamental plants, grasses, mosses or lichens",3000000,3400000,3440000,3441000
Tree-nursery products,3000000,3400000,3450000,
Plants,3000000,3400000,3450000,3451000
Bedding plants,3000000,3400000,3450000,3451100
Flower bulbs,3000000,3400000,3450000,3451200
Shrubs,3000000,3400000,3450000,3451300
Trees,3000000,3400000,3450000,3452000
Pulp,3000000,3400000,3460000,
Wood pulp,3000000,3400000,3460000,3461000
Chemical wood pulp,3000000,3400000,3460000,3461100
"Petroleum products, fuel, electricity and other sources of energy",9000000,,,
Fuels,9000000,9100000,,
Solid fuels,9000000,9100000,9110000,
Coal and coal-based fuels,9000000,9100000,9110000,9111000
Coal,9000000,9100000,9110000,9111100
Coal-based fuels,9000000,9100000,9110000,9111200
Hard coal,9000000,9100000,9110000,9111210
Briquettes,9000000,9100000,9110000,9111220
Fossil fuels,9000000,9100000,9110000,9111300
Wood fuels,9000000,9100000,9110000,9111400
Lignite and peat,9000000,9100000,9110000,9112000
Lignite,9000000,9100000,9110000,9112100
Peat,9000000,9100000,9110000,9112200
Coke,9000000,9100000,9110000,9113000
Gaseous fuels,9000000,9100000,9120000,
"Coal gas, mains gas or similar gases",9000000,9100000,9120000,9121000
Coal gas or similar gases,9000000,9100000,9120000,9121100
Mains gas,9000000,9100000,9120000,9121200
Propane and butane,9000000,9100000,9120000,9122000
Propane gas,9000000,9100000,9120000,9122100
Liquefied propane gas,9000000,9100000,9120000,9122110
Butane gas,9000000,9100000,9120000,9122200
Liquefied butane gas,9000000,9100000,9120000,9122210
Natural gas,9000000,9100000,9120000,9123000
Petroleum and distillates,9000000,9100000,9130000,
Aviation kerosene,9000000,9100000,9130000,9131000
Kerosene jet type fuels,9000000,9100000,9130000,9131100
Petrol,9000000,9100000,9130000,9132000
Unleaded petrol,9000000,9100000,9130000,9132100
Leaded petrol,9000000,9100000,9130000,9132200
Petrol with ethanol,9000000,9100000,9130000,9132300
Liquefied Petroleum Gas (LPG),9000000,9100000,9130000,9133000
Gas oils,9000000,9100000,9130000,9134000
Diesel oil,9000000,9100000,9130000,9134100
Diesel fuel,9000000,9100000,9130000,9134200
Diesel fuel (0.2),9000000,9100000,9130000,9134210
Diesel fuel (EN 590),9000000,9100000,9130000,9134220
Biodiesel,9000000,9100000,9130000,9134230
Biodiesel (B20),9000000,9100000,9130000,9134231
Biodiesel (B100),9000000,9100000,9130000,9134232
Fuel oils,9000000,9100000,9130000,9135000
Heating oil,9000000,9100000,9130000,9135100
Low-sulphur combustible oils,9000000,9100000,9130000,9135110
"Petroleum, coal and oil products",9000000,9200000,,
Lubricating preparations,9000000,9200000,9210000,
Lubricating oils and lubricating agents,9000000,9200000,9210000,9211000
Motor oils,9000000,9200000,9210000,9211100
Compressor lube oils,9000000,9200000,9210000,9211200
Turbine lube oils,9000000,9200000,9210000,9211300
Gear oils,9000000,9200000,9210000,9211400
Reductor oils,9000000,9200000,9210000,9211500
Oils for use in hydraulic systems and other purposes,9000000,9200000,9210000,9211600
Liquids for hydraulic purposes,9000000,9200000,9210000,9211610
Mould release oils,9000000,9200000,9210000,9211620
Anti-corrosion oils,9000000,9200000,9210000,9211630
Electrical insulating oils,9000000,9200000,9210000,9211640
Brake fluids,9000000,9200000,9210000,9211650
White oils and liquid paraffin,9000000,9200000,9210000,9211700
White oils,9000000,9200000,9210000,9211710
Liquid paraffin,9000000,9200000,9210000,9211720
Petroleum oils and preparations,9000000,9200000,9210000,9211800
Light oils,9000000,9200000,9210000,9211810
Petroleum oils,9000000,9200000,9210000,9211820
Lubricating traction oils,9000000,9200000,9210000,9211900
"Petroleum jelly, waxes and special spirits",9000000,9200000,9220000,
Petroleum jelly and waxes,9000000,9200000,9220000,9221000
Petroleum jelly,9000000,9200000,9220000,9221100
Paraffin wax,9000000,9200000,9220000,9221200
Petroleum wax,9000000,9200000,9220000,9221300
Petroleum residues,9000000,9200000,9220000,9221400
Special spirits,9000000,9200000,9220000,9222000
White spirit,9000000,9200000,9220000,9222100
Petroleum (crude),9000000,9200000,9230000,
Oil and Coal-related products,9000000,9200000,9240000,
Bituminous or oil shale,9000000,9200000,9240000,9241000
Coal-related products,9000000,9200000,9240000,9242000
Coal oil,9000000,9200000,9240000,9242100
"Electricity, heating, solar and nuclear energy",9000000,9300000,,
Electricity,9000000,9300000,9310000,
"Steam, hot water and associated products",9000000,9300000,9320000,
Hot water,9000000,9300000,9320000,9321000
Steam,9000000,9300000,9320000,9322000
District heating,9000000,9300000,9320000,9323000
Long-distance heating,9000000,9300000,9320000,9324000
Solar energy,9000000,9300000,9330000,
Solar panels,9000000,9300000,9330000,9331000
Solar collectors for heat production,9000000,9300000,9330000,9331100
Solar photovoltaic modules,9000000,9300000,9330000,9331200
Solar installation,9000000,9300000,9330000,9332000
Nuclear fuels,9000000,9300000,9340000,
Uranium,9000000,9300000,9340000,9341000
Plutonium,9000000,9300000,9340000,9342000
Radioactive materials,9000000,9300000,9340000,9343000
Radio-isotopes,9000000,9300000,9340000,9344000
"Mining, basic metals and related products",14000000,,,
Sand and clay,14000000,14200000,,
"Gravel, sand, crushed stone and aggregates",14000000,14200000,14210000,
Sand,14000000,14200000,14210000,14211000
Natural sand,14000000,14200000,14210000,14211100
"Granules, chippings, stone powder, pebbles, gravel, broken and crushed stone, stone mixtures, sand-gravel mixtures and other aggregates",14000000,14200000,14210000,14212000
Pebbles and gravel,14000000,14200000,14210000,14212100
Pebbles,14000000,14200000,14210000,14212110
Gravel,14000000,14200000,14210000,14212120
Aggregates,14000000,14200000,14210000,14212200
Sand-gravel mix,14000000,14200000,14210000,14212210
Broken and crushed stone,14000000,14200000,14210000,14212300
Ballast,14000000,14200000,14210000,14212310
Crushed granite,14000000,14200000,14210000,14212320
Crushed basalt,14000000,14200000,14210000,14212330
Soil,14000000,14200000,14210000,14212400
Topsoil,14000000,14200000,14210000,14212410
Subsoil,14000000,14200000,14210000,14212420
Stone chippings,14000000,14200000,14210000,14212430
"Macadam, tarmac and tar sands",14000000,14200000,14210000,14213000
Macadam,14000000,14200000,14210000,14213100
Tarmac,14000000,14200000,14210000,14213200
Tar sands,14000000,14200000,14210000,14213300
Clay and kaolin,14000000,14200000,14220000,
Clay,14000000,14200000,14220000,14221000
Kaolin,14000000,14200000,14220000,14222000
Chemical and fertiliser minerals,14000000,14300000,,
Fertiliser minerals,14000000,14300000,14310000,
"Natural calcium, aluminium calcium phosphate and crude natural potassium salts",14000000,14300000,14310000,14311000
Natural calcium,14000000,14300000,14310000,14311100
Aluminium calcium phosphates,14000000,14300000,14310000,14311200
Crude natural potassium salts,14000000,14300000,14310000,14311300
Iron pyrites,14000000,14300000,14310000,14312000
Unroasted iron pyrites,14000000,14300000,14310000,14312100
Chemical minerals,14000000,14300000,14320000,
Salt and pure sodium chloride,14000000,14400000,,
Rock salt,14000000,14400000,14410000,
Sea salt,14000000,14400000,14420000,
Evaporated salt and pure sodium chloride,14000000,14400000,14430000,
Salt in brine,14000000,14400000,14450000,
Related mining and quarrying products,14000000,14500000,,
Precious and semi-precious stones; pumice stone; emery; natural abrasives; other minerals and precious metals,14000000,14500000,14520000,
Precious and semi-precious stones,14000000,14500000,14520000,14521000
Precious stones,14000000,14500000,14520000,14521100
Dust or powder of precious stones,14000000,14500000,14520000,14521140
Semi-precious stones,14000000,14500000,14520000,14521200
Dust or powder of semi-precious stones,14000000,14500000,14520000,14521210
Industrial diamonds; pumice stone; emery and other natural abrasives,14000000,14500000,14520000,14522000
Pumice stone,14000000,14500000,14520000,14522100
Industrial diamonds,14000000,14500000,14520000,14522200
Emery,14000000,14500000,14520000,14522300
Natural abrasives,14000000,14500000,14520000,14522400
"Related minerals, precious metals and associated products",14000000,14500000,14520000,14523000
Minerals,14000000,14500000,14520000,14523100
Gold,14000000,14500000,14520000,14523200
Silver,14000000,14500000,14520000,14523300
Platinum,14000000,14500000,14520000,14523400
Metal ores and alloys,14000000,14600000,,
Metal ores,14000000,14600000,14610000,
Iron ores,14000000,14600000,14610000,14611000
Non-ferrous metal ores,14000000,14600000,14610000,14612000
Copper ores,14000000,14600000,14610000,14612100
Nickel ores,14000000,14600000,14610000,14612200
Aluminium ores,14000000,14600000,14610000,14612300
Precious-metal ores,14000000,14600000,14610000,14612400
Lead ores,14000000,14600000,14610000,14612500
Zinc ores,14000000,14600000,14610000,14612600
Tin ores,14000000,14600000,14610000,14612700
Uranium and thorium ores,14000000,14600000,14610000,14613000
Uranium ores,14000000,14600000,14610000,14613100
Thorium ores,14000000,14600000,14610000,14613200
Miscellaneous ores,14000000,14600000,14610000,14614000
"Slag, dross, ferrous waste and scrap",14000000,14600000,14630000,
Basic metals,14000000,14700000,,
"Iron, lead, zinc, tin and copper",14000000,14700000,14710000,
Iron,14000000,14700000,14710000,14711000
Pig iron,14000000,14700000,14710000,14711100
Lead,14000000,14700000,14710000,14712000
Zinc,14000000,14700000,14710000,14713000
Tin,14000000,14700000,14710000,14714000
Copper,14000000,14700000,14710000,14715000
"Aluminium, nickel, scandium, titanium and vanadium",14000000,14700000,14720000,
Aluminium,14000000,14700000,14720000,14721000
Aluminium oxide,14000000,14700000,14720000,14721100
Nickel,14000000,14700000,14720000,14722000
Scandium,14000000,14700000,14720000,14723000
Titanium,14000000,14700000,14720000,14724000
Vanadium,14000000,14700000,14720000,14725000
"Chromium, manganese, cobalt, yttrium and zirconium",14000000,14700000,14730000,
Chromium,14000000,14700000,14730000,14731000
Manganese,14000000,14700000,14730000,14732000
Cobalt,14000000,14700000,14730000,14733000
Yttrium,14000000,14700000,14730000,14734000
Zirconium,14000000,14700000,14730000,14735000
"Molybdenum, technetium, ruthenium and rhodium",14000000,14700000,14740000,
Molybdenum,14000000,14700000,14740000,14741000
Technetium,14000000,14700000,14740000,14742000
Ruthenium,14000000,14700000,14740000,14743000
Rhodium,14000000,14700000,14740000,14744000
"Cadmium, lutetium, hafnium, tantalum and tungsten",14000000,14700000,14750000,
Cadmium,14000000,14700000,14750000,14751000
Lutetium,14000000,14700000,14750000,14752000
Hafnium,14000000,14700000,14750000,14753000
Tantalum,14000000,14700000,14750000,14754000
Tungsten,14000000,14700000,14750000,14755000
"Iridium, gallium, indium, thallium and barium",14000000,14700000,14760000,
Iridium,14000000,14700000,14760000,14761000
Gallium,14000000,14700000,14760000,14762000
Indium,14000000,14700000,14760000,14763000
Thallium,14000000,14700000,14760000,14764000
Barium,14000000,14700000,14760000,14765000
"Caesium, strontium, rubidium and calcium",14000000,14700000,14770000,
Caesium,14000000,14700000,14770000,14771000
Strontium,14000000,14700000,14770000,14772000
Rubidium,14000000,14700000,14770000,14773000
Calcium,14000000,14700000,14770000,14774000
"Potassium, magnesium, sodium and lithium",14000000,14700000,14780000,
Potassium,14000000,14700000,14780000,14781000
Magnesium,14000000,14700000,14780000,14782000
Sodium,14000000,14700000,14780000,14783000
Lithium,14000000,14700000,14780000,14784000
"Niobium, osmium, rhenium and palladium",14000000,14700000,14790000,
Niobium,14000000,14700000,14790000,14791000
Osmium,14000000,14700000,14790000,14792000
Rhenium,14000000,14700000,14790000,14793000
Palladium,14000000,14700000,14790000,14794000
Miscellaneous non-metallic mineral products,14000000,14800000,,
Abrasive products,14000000,14800000,14810000,
"Millstones, grindstones and grinding wheels",14000000,14800000,14810000,14811000
Millstones,14000000,14800000,14810000,14811100
Grindstones,14000000,14800000,14810000,14811200
Grinding wheels,14000000,14800000,14810000,14811300
Abrasive powder or grain,14000000,14800000,14810000,14812000
Artificial corundum,14000000,14800000,14810000,14813000
Artificial graphite,14000000,14800000,14810000,14814000
Glass,14000000,14800000,14820000,
Fibreglass,14000000,14800000,14830000,
Recovered secondary raw materials,14000000,14900000,,
Recovered secondary metal raw materials,14000000,14900000,14910000,
Recovered secondary non-metal raw materials,14000000,14900000,14920000,
Ash and residues containing metals,14000000,14900000,14930000,
"Food, beverages, tobacco and related products",15000000,,,
"Animal products, meat and meat products",15000000,15100000,,
Meat,15000000,15100000,15110000,
Bovine meat,15000000,15100000,15110000,15111000
Beef,15000000,15100000,15110000,15111100
Veal,15000000,15100000,15110000,15111200
Poultry,15000000,15100000,15110000,15112000
Fresh poultry,15000000,15100000,15110000,15112100
Geese,15000000,15100000,15110000,15112110
Turkeys,15000000,15100000,15110000,15112120
Chickens,15000000,15100000,15110000,15112130
Ducks,15000000,15100000,15110000,15112140
Poultry livers,15000000,15100000,15110000,15112300
Foie gras,15000000,15100000,15110000,15112310
Pork,15000000,15100000,15110000,15113000
Offal,15000000,15100000,15110000,15114000
Lamb and mutton,15000000,15100000,15110000,15115000
Lamb,15000000,15100000,15110000,15115100
Mutton,15000000,15100000,15110000,15115200
Goat meat,15000000,15100000,15110000,15117000
"Horse, ass, mule or hinny meat",15000000,15100000,15110000,15118000
Horsemeat,15000000,15100000,15110000,15118100
"Ass, mule or hinny meat",15000000,15100000,15110000,15118900
Various meats,15000000,15100000,15110000,15119000
Rabbit meat,15000000,15100000,15110000,15119100
Hare meat,15000000,15100000,15110000,15119200
Game,15000000,15100000,15110000,15119300
Frogs' legs,15000000,15100000,15110000,15119400
Pigeons,15000000,15100000,15110000,15119500
Fish meat,15000000,15100000,15110000,15119600
Meat products,15000000,15100000,15130000,
Meat preserves and preparations,15000000,15100000,15130000,15131000
Sausage-meat products,15000000,15100000,15130000,15131100
Sausage meat,15000000,15100000,15130000,15131110
Sausage products,15000000,15100000,15130000,15131120
Sausages,15000000,15100000,15130000,15131130
Black pudding and other blood sausages,15000000,15100000,15130000,15131134
Poultry sausages,15000000,15100000,15130000,15131135
"Dried, salted, smoked or seasoned meat",15000000,15100000,15130000,15131200
Gammon,15000000,15100000,15130000,15131210
Bacon,15000000,15100000,15130000,15131220
Salami,15000000,15100000,15130000,15131230
Liver preparations,15000000,15100000,15130000,15131300
Pâté,15000000,15100000,15130000,15131310
Preparations of goose or duck liver,15000000,15100000,15130000,15131320
Pork products,15000000,15100000,15130000,15131400
Ham,15000000,15100000,15130000,15131410
Meatballs,15000000,15100000,15130000,15131420
Prepared pork dishes,15000000,15100000,15130000,15131490
Poultry products,15000000,15100000,15130000,15131500
Beef and veal products,15000000,15100000,15130000,15131600
Beef meatballs,15000000,15100000,15130000,15131610
Minced beef,15000000,15100000,15130000,15131620
Beefburgers,15000000,15100000,15130000,15131640
Meat preparations,15000000,15100000,15130000,15131700
Prepared and preserved fish,15000000,15200000,,
"Fish fillets, fish livers and roe",15000000,15200000,15210000,
Fish fillets,15000000,15200000,15210000,15211000
Fresh fish fillets,15000000,15200000,15210000,15211100
Fish roe,15000000,15200000,15210000,15212000
Fish livers,15000000,15200000,15210000,15213000
"Frozen fish, fish fillets and other fish meat",15000000,15200000,15220000,
Frozen fish,15000000,15200000,15220000,15221000
Frozen fish products,15000000,15200000,15220000,15229000
Dried or salted fish; fish in brine; smoked fish,15000000,15200000,15230000,
Dried fish,15000000,15200000,15230000,15231000
Salted fish,15000000,15200000,15230000,15232000
Fish in brine,15000000,15200000,15230000,15233000
Smoked fish,15000000,15200000,15230000,15234000
Preserved fish,15000000,15200000,15230000,15235000
Canned or tinned fish and other prepared or preserved fish,15000000,15200000,15240000,
"Coated, canned or tinned fish",15000000,15200000,15240000,15241000
Canned salmon,15000000,15200000,15240000,15241100
Prepared or preserved herring,15000000,15200000,15240000,15241200
Sardines,15000000,15200000,15240000,15241300
Canned tuna,15000000,15200000,15240000,15241400
Mackerel,15000000,15200000,15240000,15241500
Anchovies,15000000,15200000,15240000,15241600
Fish fingers,15000000,15200000,15240000,15241700
Coated fish preparations,15000000,15200000,15240000,15241800
Prepared fish dishes,15000000,15200000,15240000,15242000
Preparations of fish,15000000,15200000,15240000,15243000
Caviar and fish eggs,15000000,15200000,15240000,15244000
Caviar,15000000,15200000,15240000,15244100
Fish eggs,15000000,15200000,15240000,15244200
Seafood,15000000,15200000,15250000,
Frozen crustaceans,15000000,15200000,15250000,15251000
Prepared or preserved crustaceans,15000000,15200000,15250000,15252000
Shellfish products,15000000,15200000,15250000,15253000
"Fruit, vegetables and related products",15000000,15300000,,
Potatoes and potato products,15000000,15300000,15310000,
Frozen potatoes,15000000,15300000,15310000,15311000
Chips or french fries,15000000,15300000,15310000,15311100
"Diced, sliced and other frozen potatoes",15000000,15300000,15310000,15311200
Potato products,15000000,15300000,15310000,15312000
Instant mashed potatoes,15000000,15300000,15310000,15312100
Part-fried potato chips,15000000,15300000,15310000,15312200
Potato crisps,15000000,15300000,15310000,15312300
Flavoured potato crisps,15000000,15300000,15310000,15312310
Potato snacks,15000000,15300000,15310000,15312400
Potato croquettes,15000000,15300000,15310000,15312500
Processed potatoes,15000000,15300000,15310000,15313000
Fruit and vegetable juices,15000000,15300000,15320000,
Fruit juices,15000000,15300000,15320000,15321000
Orange juice,15000000,15300000,15320000,15321100
Grapefruit juice,15000000,15300000,15320000,15321200
Lemon juice,15000000,15300000,15320000,15321300
Pineapple juice,15000000,15300000,15320000,15321400
Grape juice,15000000,15300000,15320000,15321500
Apple juice,15000000,15300000,15320000,15321600
Mixtures of unconcentrated juices,15000000,15300000,15320000,15321700
Concentrated juices,15000000,15300000,15320000,15321800
Vegetable juices,15000000,15300000,15320000,15322000
Tomato juice,15000000,15300000,15320000,15322100
Processed fruit and vegetables,15000000,15300000,15330000,
Processed vegetables,15000000,15300000,15330000,15331000
Fresh or frozen vegetables,15000000,15300000,15330000,15331100
Processed root vegetables,15000000,15300000,15330000,15331110
Processed tuber vegetables,15000000,15300000,15330000,15331120
"Beans, peas, peppers, tomatoes and other vegetables",15000000,15300000,15330000,15331130
Processed beans,15000000,15300000,15330000,15331131
Processed peas,15000000,15300000,15330000,15331132
Split peas,15000000,15300000,15330000,15331133
Processed tomatoes,15000000,15300000,15330000,15331134
